Employee_ID,Age,Gender,Country,Industry,Work_Mode,Work_Hours_Per_Week,Stress_Level,Sleep_Hours,Productivity_Score,Physical_Activity_Hours,Mental_Health_Support_Access,Burnout_Risk,productivity_level
EMP_1402,38,Female,UK,Healthcare,Remote,56,2,7.4,54,2.0,No,Low,Media
EMP_1403,47,Male,France,Manufacturing,Hybrid,30,2,7.1,57,5.9,Yes,Medium,Media
EMP_1404,30,Female,Brazil,Retail,Remote,42,8,6.9,53,1.0,No,High,Media
EMP_1405,56,Male,Germany,Healthcare,Remote,62,3,9.2,44,4.8,Yes,High,Media
EMP_1406,32,Male,Singapore,Healthcare,On-site,44,5,6.4,88,4.3,No,Medium,Alta
EMP_1407,23,Male,France,Retail,On-site,44,3,6.9,100,7.9,No,High,Alta
EMP_1408,32,Male,Canada,Education,On-site,61,2,6.6,41,4.2,Yes,High,Media
EMP_1409,31,Non-binary,USA,Tech,On-site,55,5,6.8,91,9.9,No,Medium,Alta
EMP_1410,56,Non-binary,France,Tech,On-site,62,8,6.3,95,8.4,Yes,Medium,Alta
EMP_1411,43,Male,India,Tech,Hybrid,63,10,7.8,56,6.3,No,Medium,Media
EMP_1412,54,Male,France,Tech,Remote,42,6,9.8,52,8.3,No,Medium,Media
EMP_1413,38,Non-binary,Singapore,Healthcare,Hybrid,42,10,9.3,48,8.0,No,Low,Media
EMP_1414,45,Non-binary,Japan,Education,On-site,43,8,7.5,51,1.2,No,High,Media
EMP_1415,37,Male,Canada,Healthcare,On-site,41,8,6.2,65,4.8,No,High,Media
EMP_1416,51,Non-binary,France,Finance,On-site,34,5,4.7,64,8.1,No,Low,Media
EMP_1417,26,Male,Australia,Retail,On-site,47,9,7.4,52,2.7,No,High,Media
EMP_1418,53,Non-binary,UK,Retail,On-site,54,6,4.7,51,1.2,Yes,Low,Media
EMP_1419,26,Female,UK,Education,Hybrid,47,3,8.7,99,7.4,No,Low,Alta
EMP_1420,24,Non-binary,Canada,Manufacturing,Remote,37,6,9.9,86,2.8,No,Low,Alta
EMP_1421,36,Male,Canada,Education,Hybrid,47,9,6.1,55,1.5,No,Low,Media
EMP_1422,32,Female,Brazil,Education,Hybrid,31,3,4.5,87,6.1,No,Medium,Alta
EMP_1423,29,Male,Brazil,Retail,Remote,45,8,7.7,97,1.7,Yes,Medium,Alta
EMP_1424,28,Male,Brazil,Healthcare,On-site,57,10,9.2,94,3.9,Yes,Low,Alta
EMP_1425,28,Male,Singapore,Healthcare,On-site,58,3,8.4,64,8.5,No,Low,Media
EMP_1426,56,Female,Brazil,Healthcare,On-site,57,9,6.1,41,5.0,No,Medium,Media
EMP_1427,35,Female,Germany,Healthcare,Remote,54,3,8.7,53,2.2,No,Medium,Media
EMP_1428,39,Male,Australia,Finance,On-site,60,1,8.1,76,2.4,Yes,Medium,Alta
EMP_1429,23,Female,Canada,Tech,On-site,54,1,6.9,86,4.5,No,Low,Alta
EMP_1430,49,Female,France,Finance,On-site,53,5,6.9,50,2.2,Yes,Low,Media
EMP_1431,46,Female,USA,Finance,Remote,40,2,7.7,75,0.5,Yes,High,Alta
EMP_1432,38,Female,Germany,Tech,Remote,57,5,9.2,51,2.3,No,Low,Media
EMP_1433,55,Male,Brazil,Manufacturing,Hybrid,33,10,7.9,90,8.7,Yes,Medium,Alta
EMP_1434,57,Female,Singapore,Finance,Remote,31,4,7.6,44,0.7,Yes,Medium,Media
EMP_1435,33,Non-binary,UK,Retail,Hybrid,53,3,4.9,99,1.9,Yes,Medium,Alta
EMP_1436,32,Female,Japan,Manufacturing,Hybrid,62,1,6.4,50,0.5,Yes,Low,Media
EMP_1437,37,Non-binary,France,Education,On-site,59,4,6.7,85,1.1,Yes,Low,Alta
EMP_1438,24,Male,Singapore,Finance,Remote,48,8,7.2,71,6.8,No,High,Alta
EMP_1439,56,Non-binary,Singapore,Education,On-site,63,6,8.7,76,7.2,No,Medium,Alta
EMP_1440,55,Female,Germany,Education,On-site,38,1,5.2,78,9.9,No,Low,Alta
EMP_1441,48,Female,Singapore,Tech,On-site,31,6,6.9,88,0.2,No,High,Alta
EMP_1442,31,Female,Canada,Healthcare,Remote,49,7,5.5,41,9.0,No,Medium,Media
EMP_1443,53,Female,India,Healthcare,On-site,53,4,6.8,66,9.6,Yes,Low,Media
EMP_1444,28,Female,France,Manufacturing,On-site,59,7,9.3,95,4.3,No,Medium,Alta
EMP_1445,54,Non-binary,India,Manufacturing,On-site,34,6,6.0,59,9.2,Yes,Low,Media
EMP_1446,28,Male,Japan,Tech,Remote,31,9,5.3,73,3.7,No,Medium,Alta
EMP_1447,43,Non-binary,India,Tech,Hybrid,50,5,6.2,91,5.2,Yes,Medium,Alta
EMP_1448,53,Female,Japan,Manufacturing,Hybrid,62,2,10.0,49,9.3,No,Medium,Media
EMP_1449,50,Non-binary,Australia,Finance,Remote,42,2,7.7,57,3.9,Yes,Low,Media
EMP_1450,41,Male,Germany,Finance,On-site,42,7,8.8,96,1.5,No,Low,Alta
EMP_1451,22,Male,Germany,Manufacturing,On-site,60,2,5.3,98,9.8,No,Low,Alta
EMP_1452,27,Non-binary,India,Tech,Hybrid,53,8,9.7,56,5.8,No,High,Media
EMP_1453,42,Non-binary,Germany,Healthcare,Hybrid,63,5,8.8,89,9.0,Yes,Low,Alta
EMP_1454,49,Female,Australia,Tech,Hybrid,49,8,9.8,65,0.5,No,Medium,Media
EMP_1455,28,Male,Japan,Finance,Remote,45,8,9.4,99,1.0,No,Medium,Alta
EMP_1456,47,Female,Canada,Tech,On-site,35,4,5.0,70,9.5,Yes,Medium,Media
EMP_1457,25,Female,Singapore,Retail,Remote,56,8,9.9,61,9.4,Yes,Medium,Media
EMP_1458,37,Female,India,Retail,Hybrid,43,7,6.6,55,2.9,Yes,Medium,Media
EMP_1459,32,Non-binary,France,Education,On-site,35,2,4.5,90,7.4,Yes,High,Alta
EMP_1460,49,Female,UK,Healthcare,Hybrid,39,1,4.0,51,0.3,No,Medium,Media
EMP_1461,44,Non-binary,Canada,Manufacturing,Remote,40,5,6.0,42,10.0,Yes,Low,Media
EMP_1462,22,Male,Germany,Retail,On-site,36,5,7.6,79,8.4,Yes,High,Alta
EMP_1463,40,Male,UK,Retail,Hybrid,46,3,7.9,84,5.1,No,High,Alta
EMP_1464,36,Non-binary,Australia,Manufacturing,On-site,51,3,8.2,91,4.5,No,Medium,Alta
EMP_1465,47,Female,Brazil,Tech,Hybrid,50,4,5.4,49,7.0,Yes,Low,Media
EMP_1466,25,Non-binary,UK,Finance,Remote,58,3,4.9,44,2.8,No,High,Media
EMP_1467,42,Non-binary,Brazil,Healthcare,On-site,57,7,4.7,81,6.7,No,High,Alta
EMP_1468,35,Female,USA,Tech,Remote,55,4,6.1,43,0.3,No,Medium,Media
EMP_1469,33,Female,India,Healthcare,On-site,50,8,4.8,60,7.5,No,High,Media
EMP_1470,42,Non-binary,Germany,Manufacturing,Remote,46,7,4.6,96,9.9,Yes,Low,Alta
EMP_1471,30,Male,Japan,Education,On-site,47,4,8.3,66,0.4,Yes,High,Media
EMP_1472,45,Non-binary,France,Education,On-site,51,1,4.6,89,8.2,Yes,Low,Alta
EMP_1473,31,Female,Japan,Tech,Hybrid,55,9,10.0,79,9.3,Yes,Medium,Alta
EMP_1474,24,Female,Canada,Education,On-site,64,8,4.3,61,0.2,Yes,Medium,Media
EMP_1475,48,Female,Canada,Education,Remote,50,10,5.3,56,3.0,Yes,Low,Media
EMP_1476,59,Female,Singapore,Tech,Remote,63,4,4.2,100,8.2,Yes,Medium,Alta
EMP_1477,22,Female,USA,Manufacturing,On-site,64,9,9.6,41,5.0,No,High,Media
EMP_1478,25,Female,Canada,Finance,Hybrid,48,2,9.1,99,9.9,No,Low,Alta
EMP_1479,56,Non-binary,Brazil,Manufacturing,Hybrid,57,2,6.0,55,9.5,Yes,Low,Media
EMP_1480,30,Non-binary,Australia,Finance,Hybrid,48,5,6.5,97,4.3,Yes,Medium,Alta
EMP_1481,28,Female,Australia,Education,Hybrid,34,2,9.9,95,1.2,Yes,Low,Alta
EMP_1482,26,Female,Germany,Manufacturing,On-site,51,2,7.0,93,7.8,No,High,Alta
EMP_1483,29,Female,Canada,Tech,Remote,52,2,6.1,64,8.1,No,High,Media
EMP_1484,23,Non-binary,UK,Manufacturing,Remote,39,6,5.0,92,6.9,Yes,Medium,Alta
EMP_1485,44,Male,France,Retail,On-site,36,9,8.7,65,2.1,Yes,High,Media
EMP_1486,52,Non-binary,UK,Healthcare,Remote,61,9,8.6,64,3.2,No,Low,Media
EMP_1487,24,Male,India,Finance,Remote,52,1,9.9,99,3.7,No,Medium,Alta
EMP_1488,22,Female,India,Manufacturing,Remote,36,10,7.1,89,1.2,Yes,Medium,Alta
EMP_1489,53,Non-binary,Japan,Healthcare,On-site,37,10,8.9,90,8.4,No,Low,Alta
EMP_1490,41,Non-binary,Singapore,Tech,Remote,36,1,9.6,82,9.6,Yes,High,Alta
EMP_1491,38,Female,Germany,Tech,On-site,56,2,9.9,63,0.8,No,High,Media
EMP_1492,41,Female,USA,Manufacturing,On-site,50,3,8.3,95,1.4,Yes,Medium,Alta
EMP_1493,29,Male,Australia,Tech,On-site,37,3,7.5,77,8.0,Yes,Low,Alta
EMP_1494,39,Female,Japan,Education,Remote,64,5,9.4,82,3.0,No,Low,Alta
EMP_1495,41,Female,UK,Healthcare,On-site,47,1,4.8,46,9.5,Yes,Low,Media
EMP_1496,52,Male,India,Tech,On-site,64,2,5.6,77,9.4,Yes,Low,Alta
EMP_1497,43,Male,Germany,Healthcare,Hybrid,36,1,6.8,86,7.1,Yes,High,Alta
EMP_1498,54,Male,Singapore,Manufacturing,Hybrid,63,5,7.5,86,7.8,Yes,Medium,Alta
EMP_1499,57,Male,USA,Retail,Remote,54,4,9.0,58,3.4,No,High,Media
EMP_1500,48,Non-binary,Australia,Tech,Remote,37,7,5.5,78,5.0,Yes,Medium,Alta
